text_code,sent
"[   8   61    0  189   13    0    0    0 9677  283    0   66 9676 3947
   54    0   21    0  208  904    8   25  521    0   50   14  437   30
    0  263]",neutral
"[   2    0 3950    0    0    0   50  198  488    5  623    0    1 2763
    1 9675    0    0    0   19  938   14    0   11    0]",neutral
"[9696 1324    7  335   51  407    0   50  193    0   15    0  253   21
    0    7    0    0    0    0   88    4    0    4    3  393  537    0
    0    0]",positive
"[   2    2  380    0 2408    0  205  386    0    8   13  354    0    8
    9   13  352   27    1 3956  858    0 9697    0   50   14    0    0
    0    0    0    0]",negative
"[   2  582    0    0  788    0  604   11    0    0 2627    8    0   50
    0 9698    0    0  674    0    0]",neutral
"[   2    2    2 3961    0  352    1  626 9710    0   24 1488    0    0
  631  149  253   21   66   50  338    0  151  667    0]",negative
"[ 485   16   11    0 9719    0  537 2245    0    1  248    0    0 1665
    0 2302  536 9718    0   50 4656    0    3  230    2]",positive
"[  44   33    0    1   34 9717   11    0    0  237    0  328   30   22
   23   14    0   50    0    0    0    0]",neutral
"[   1  742    0 9716    0   19    0   43    0    1  252 1853    7  962
    0   50   11    0    6]",neutral
"[   0   62   50    9    0 3326   14    0   54 1382  149   17    0  739
 2557    0   50   51    0   96  149   19  339    0   30   50 2807    0]",negative
"[  14  806   45    8   62   50  849 3042    7   14 9715 9714 1788    0
    0   42  479 2662    0 2102    0    3]",negative
"[  2   2   0   8  13   0  50 374 612   0   0   9   0  13   1 843   0   0
   0]",neutral
"[   2    2    8  186   59  257 4032   30    6    0    0 9713 4032    0
   96   50  193  932    0    0    0    0    6    5  355    0    0    0
    0]",positive
"[   4  285    0    1 1264 2196 9711   24  546 2789    0   50    0    0
  214 2210    0    3    6    6    6]",positive
"[   2  367 4024  196   50    0    0    8   66   79  149  808   13  236
  233   26    0    9 1665    0    0    0  208 1303 9709 1476    7  313
 2510    0]",neutral
"[  11   50  193  882   82    0  453    0    0 2010 1306    0 9699    0
 9708    0    0   26    0 9707    0    0    3    3]",neutral
[  50  523    0   62    1    2 1173    9    0 9706    0    3],neutral
"[ 840   10    0 2440 1611    7 9704    0    0   50 2591  278    0 1481
    0  366    9    0  946    0    1 1374  743    0    0]",neutral
"[  50    0   36 2235    9  240   30    0 9702    0  417    0   15    0
    0  225    0 3052    0    1 1899    0    1  254   43    6    3]",neutral
"[   0   12 2505  883    0    0    0   50    5  240    0 9701   15   63
  245    0  404  338    0  296]",negative
"[  63  245    8  336   93  151    6   50 1354   11    0   26    0  402
   23  340    6    0  203    0 3519    0    3]",positive
"[  21    1  223 9700    0 9674    0    1   50  335 9672  265 1055  292
 9625  265 1055    0 9671    3]",positive
"[   2  436    0 3368    0 4004 1659    0   50    0 3700    0 9646    0
    0 1192 9645    5    0   19  102    0    0 4007   24 2201  261    0
  281    4    0]",negative
"[9644    0    0    0  186   77 3279   50  534    0 2087    0    0    0
 9643   71    7  199  715 9642]",neutral
"[ 114  479    0    0   42  981 1264 9641    0    0   24    0   50    0
  849  667    0    8    0  327  913    1  567    0 1264    0    3]",positive
"[   2 1924    0  315    8    7    1  733    0    8    9 1299   50    0
   16    0    0    0    0]",neutral
[   2  636   30    8    9  186    0 9639    0   50 9638],neutral
"[  21   36   15  605  655  207    0    8   13  316    0   50    0 3693
 4625    3    6    6]",positive
"[  50  631  511  546    0    0  202  631  313  340    0    1 9637    0
    5    0 1046    0  265  340    0    0  484  233    0  582    0    0
   31]",negative
"[   2    0    0 1116    9    0    0  329 9636   29 9635   50 3680    0
    0    0 1625    0 9634    0    0    0   43    0    1  265 1332]",negative
"[  2  86  32  72  68   0  86 128  72  41  15   1 361 338   0 724   0  50
 193 701 310   0   0   0]",neutral
"[   2    0  245    0    0    0  314 4143    5  339   50  849 1618    0
    0    0    9    0   43   18    8   37   44    8   38  296    7    0
    0    0]",positive
"[2933 1766   24  546    0   50    0    4  760   10   42 1780    0    0
 1264    0    0    0  626  352    0 2630    3    3]",positive
"[   2 1394    0    1  323    0 2990    0  739 1728   29    0    0  236
 1084    8    9  653   27 4018 4021    0   50    0]",positive
"[  50    0    0 9633   19  271    1 9632 1947    0 3047  421   59    0
    0    0    3    3]",positive
[   2    0    9    0    9   21   13 1853    0    0    0   50],neutral
"[  44    6    5    6  371    7    1  649    0    6    0   26    0   50
    0  849    3 9631    3]",neutral
"[ 979    1 3933    0    0   50 9630    0    0    8   58   77 3932    0
    0    1   84  900    0 9629    0    0    4   88    0    3]",positive
"[  84   33   50 3848  206 2235    0    0  178    0 9628   93 9627    0
    0    0    0    0  200  196    0    3    3]",neutral
"[   4    0   15    0    2    0    0 3851  444    1 3853    0    0  933
   29   47    0   53    0   50    0 3851    4    0    0    0    0]",neutral
"[  50    0   36 2786 2277    8 1342   42 9626 9647  286    1   71 2179
    0    0    3]",neutral
"[  82    0  360   42 1659    0   50    0    0 9648    8    9 2189    0
  432    0  255 1745  613    0   50    0    0    0    0    3]",positive
"[   2    2    0    0   50   48   81 1016    0    1   24  486    0 1417
  914    0    0  209 9649   15    0    0    0    0    3]",neutral
[   2    9    0  581    0  360   35  223 1035   10   50],neutral
"[  57    0 1269 9661 3856   18    5   88    0 3856  776    0    0  250
  184    1   33   57    0   50    0    0    0    3]",positive
"[   2    2    2    0   50    0    0  371    1  849 1618    0   50 2591
    0   50  698 2572    0  730   50    8    9   13]",neutral
"[   0 4127    7    1   34  146    0   34   13  451 4114    0 3107    5
   50  948    0    0    0   11  490 3120    0   51    0  241    0    1
  657    0]",positive
"[  37   42  611    0    1   24  546    0   50    0    0 9670 1264    0
   90    0   88   12    0    6    3]",positive
"[   2   20  362 1999  592 3859 9669 1068  485   50    0 2377    1   24
  546   96 3862    0]",negative
"[   1 2100    0 1388  565  591   43   50    5  591  249  650    0    1
  259 2010 2864 9668 3140    5 3866    0   12]",neutral
"[2130 3868    0  353    0 1046    0 1606 9667    0    0   75  197    0
   37 1170    0    1   36   50 2235    0    3]",neutral
"[2229    1 2316    0   50    0   36 2235   72   64    0    0  377    0
  149  781   90    0  459   14 9666 9665    0    0    0    3]",positive
"[  50  667   38 9664    0    0    9  202   87   94    0    0  613    0
    8    0    0    1    0    0]",neutral
"[   0  854 9663    0   24    4 9662   38 1562    0    0   54 2060    0
   50  849  667    0  314 9660    0    1  259    0    0    2    6]",positive
"[  16  287  609    0    0    5    8   25  417    0   10   42   50  612
    0   91 1007    0 4525 4340    3  230    2]",positive
"[   4    4    0    0  346  531  655  863    7   31    0    0 9650    0
    0   50 3822    5    1    0  844  323    0   31    0]",neutral
"[3824    0 1602    4    0    4    0  893  231    4   10  335 9659    0
 9658   16   20   50    0  981 9657   10  206 1602    0    0    0    3]",positive
"[  93 1221  534    0    0 1230  201 3831    5   50    0 1726    0   31
    0  534    0    0  722  130    4    0    0    0 3831    0    0    0
    6]",neutral
"[   2    2    2    0    0    0 9656  364   11   10   50    2    0    0
  125 9655    0    6]",positive
"[2962    0 3834   50 9654    0    5  571  653 3837    0    0   23    0
    1   40   18    0  283    0    0 9653 9652  809    0    6    3]",positive
"[   0  101    0   45    8   50    0 3840    0    0    1   24 9651 9550
    0    0 3840 9524    0    0]",neutral
"[   6    6    6   51  272    6    0    1   71    6 2310    6   34    3
   50    3]",neutral
"[  50 1354 3150 2065    2    0    0 9353 9523    0    7    1  815  187
    0    0    3]",positive
"[  44 9400    0    1  511    0    0   50    0    0    0 3527    0    0
 9399    0   76    0    0    6  252 9398    6  596    4  203    3]",positive
[  82   50    9  729  578    0 3908   10 1144 1268  667    3    3],neutral
"[1417 1156    0 1935 2695 9397    9    0  774    0    0  287   30    1
  301    0    1  918    7 1417 1156    0    0    0    0    3   50]",negative
"[  63  245    8    0 9396    0    0  139   12    0 2902    5   50  193
    0    8   25  463    0    0 3912    3]",positive
"[ 433   50    0 9395    0   10   93  273  392 1733    0 9394    0 3138
  106    0    6    6    2    3]",positive
"[  50    0  735  560  252 2459  241   27 9393    1 1593  139    4    0
    0 9392    3]",positive
"[  91 1064    0   50    0    0  640    0    0  961    0  149   65    0
   35  312  560   18    0  199 1464   45    0    0    0  587 1643    0
    0    0    0]",neutral
[  15   50  193   19 2938    1  361   11    0],neutral
"[   3   16  357    0  273 3920 9391   45 1224 3923    0    8    9  675
   16  357    0   50  193  701  214    0]",positive
"[  31 9390    0    0   50 4424   50    0    0 1413 9389    0  386 9388
    3    0    0    0  127   79  293   10   16   43    0    6    0    0
    0]",neutral
"[ 175   31 1218    0    0  209  911  554   13    0   50    0  546    0
    0  235    0 1693    0    8   13   43    0    0    0    0    0    0
    0    0    0    0    3]",positive
"[   1   57    0 3335    0   19    0  407    0    0   50    0 1845   11
    6    6    3]",positive
"[   2   51   14   50    0  338    0 9387    0   69    0    0   15  229
    0  518    0   96    0    9  291    0    0    0    0]",positive
"[   2  141  209    0  328   30   50    0  569   38   59   60 2327    0
    0    0    0    0    0    7  632    0    0 1369    0    0 9386    0
  926    0]",neutral
"[   2    0    0    0    0 2970    0  300    7    1  101    0    0    0
  198   28    1  244    0   50    0    0    0    0 1096   14   77    0
   42  666    0   31    0    0]",positive
"[ 609   53  352    0    1 1773    0  815    5 9385    0   50    0    0
    3]",positive
"[   0 3931   48    0 1978    7  699    0    0    9  186    0    0   77
  233    0 2847    0    0    0    0 1073    1 1384    0   50    0    0
    3  230    2]",negative
"[ 240    0   16 9384    0  360  650    0  479    0   50    0    5 2648
 1039    8    9   21   66   27    0    6    3]",positive
"[   0  178    0   17 3834    0    0   50    0    0    0    0   15   16
   20   44  226 1849    8   31   41    0    2 1394    0    0    0    3]",positive
"[3905    0    1    0 1384    0    0   50    0    0    0  321    0    0
  609 2352 1100 1659    8    9   13  781  103    0    0    0    0    3]",negative
"[   0   54 2163   23 9383    0 1521    0 3027    0 9382  920    9    0
    1   84  241    0 1022   83   50    0    0]",negative
"[   2    0   62    0 1555    0  479    0    0   27 2048    0    0  854
 1570    0    9    0   29   50    0    0 2108    0    0  276   76   10
 9381]",neutral
"[ 36 856 591 213 106   0   0   0   7   1 591   0  37   0   0  50   0   0
   3]",positive
[ 0 17 86 93 24  6  0 50  0  0  0  1 84  0  6  0  3  3],positive
"[   2    2 3087 3880    0   50    0  546    0   11    0   22    0    0
    0  834   18    0    3    0 9380    0    0    6]",positive
"[ 355  655    0    4  295    0    4 1115    0    4    4  517 1639    0
  307    0   35    0 9401    5   50    0    6    6    3]",positive
[  0 256   0  28   0 313   0   8 905   0  93  50   0   0 175  31   0],positive
"[   5   17   45    0  127    0  303  358  340    0  222   27   50    0
    0    0   40 1068    0    0    0  686 9402    0 3884    0  200   30
   50    0  282    0]",negative
[ 54  13  50   0 141 104  54  58  16 437  94   0   3],negative
"[   0    0    0   21    0    0 9403 4353  654    0    0   96  141  198
    0 3887    0  200  556    5 4260  201   50    0    0    0    3]",negative
"[  50    0   25 9415   42 3777    0  849    0   26    0 1693    8   10
   36 9424    0  447    0    3 1099 2001    4  139]",positive
"[   2  617    0    0    8  423  383    0    2  361   14  237    0   63
  340  965    0  202    0    1 2291   50    0 9423    9 3891    0]",negative
"[ 303  149 1281 2017    0    0   50    0    9   13 1033  133    0    0
    0    0    3    2    3]",negative
"[  50    0 9422  206 2823 3892  565   50    0    5  854    0    5  265
  882    9    0    0    1  197    0    3]",positive
"[   2 9421  510    0  388    0    0   77   14   50    0 1279  241    0
    0  389    0   44    0    0  482    0    0  981  920    4   12    0
  626    0   26    0  606 1630 1620]",neutral
"[  0  17  86   0 698  27   0 149   0   9  66   0  50   0   0   0 338   0
  50   0  22 343   0]",neutral
"[1003  103    0    0  303   50    0 1060    8    9   30    0    0    0
    0 1016    0]",positive
"[   5   50    0    0  327   22  343    0    0    0   15    2  245  338
    0    0  240   82    8    0 2366    1  938    0   33    0    0    0
    3]",neutral
"[   0   42   22    0    0    0   50    0 1354 9419    5   39   16   24
   23 9418    0    0    0   39   16    0    0    0    0    0    3  230
    2]",neutral
"[  16    9  820   30    1  301    7   50    0    0    0   15    0   13
    0 9417   14  297    0    0  206  197    3    3]",neutral
"[   6    0    1   73  284    0 2577    0   95  945  338    0    1   40
  546    0   50  667    0    0  206   50    0    0    0    0    2  226
  385  962 9416]",neutral
"[   2    2   42 2533    0  557 3877    0    1    6  802    0  200    0
   62   27    0    0    9   63    0  604    0   50    0    0]",positive
"[ 698   29    0    0 9414 9404 3552    0    0 9413    0    0  303   50
    0 1060   14    8    9   30]",positive
